,0
261,An Incredible Prodigy: This 4-Year-Old Wine Taster Just Became The Youngest Person Ever To Pass The Master Sommelier Exam
262,Epic Facepalm: This Man Is Completely Regretting His ‘Mom’ Tattoo After He And His Mom Stopped Dating
263,7 Swans Scientists Should Turn Into Worms
264,Relationship Goals: John Legend And Chrissy Teigen Have Both Had Their Consciousness Uploaded Into The Same Smart Fridge
265,Devastating Disappointment: This Grandma Just Joined Facebook But Weirdly Seems To Know What She’s Doing So It’s Not Funny In The Least
266,Embarrassing: This Woman Thinks The Chinese Characters She Has Tattooed On Her Back Mean ‘Slut Of All Hamburgers’ But They Actually Mean ‘Quiet Wisdom’
267,Such Is Life: Three Spaghetti Fails… And Two Spaghetti Wins!
268,Inclusivity Win! This White Girl Vacationing With Her Friends In The Caribbean Just Posted A Group Photo Featuring A Local Resort Employee With The Caption ‘Our New Friend Lol’
269,Not Fooling Anyone: This Man Clearly Used To Be A Pizza Hut
270,She’s Had Too Many Chances: 6 Reasons Why We Shouldn’t Give Grandma Her Whistle Back
271,Good For Him! This Man Is Getting More Joy From Pushing A Big Air Bubble Out Of His Swim Trunks Than He Has From Anything Else In Years
272,"So Sweet! These 7,000 Ants Are Best Friends!"
273,Nature Is Incredible: This Suicidal Octopus Species Can Perfectly Camouflage Itself As A Hamburger To Get Predators To Eat It Faster
274,Origin Of A Billionaire: Jeff Bezos Just Revealed He Got The Idea For Amazon After Watching A Robot Give A Man A Box Of Condoms
275,Neither The Time Nor Place: This Girl Wrote That She And Her Boyfriend Have Had Their Ups And Downs In The Caption Of The Instagram She Posted For His Birthday
276,On The Right Side Of History: Dad Just Slammed Michael Jackson For Being ‘A Sicko’ Pretty Much Unprompted
277,5 Reasons Why It Would Be A Mistake For The Democrats To Nominate Jason Voorhees In 2020
278,Inclusivity Win! This 6-Year-Old Boy’s Imaginary Friend Is A 55-Year-Old Japanese Woman!
279,Good For Him: Yo-Yo Ma Has Announced He Is Going To Start Taking His Shirt Off At Concerts Like Rappers Do Sometimes
280,5 Beautiful Hot Dog Fantasies You Can Lose Yourself In To Escape The Misery Of Your Everyday Life
281,"Cheer Up, Idiot: Mom’s Complaining About Her Appearance Even Though She Already Snagged Dad And Basically Has Everything She Could Want In Life"
282,"No, Taylor, What Are You Doing?!? Taylor Swift Has Made Casey Anthony An Official Member Of Her Girl Gang"
283,Clarifying The Rumors: Marilyn Manson Has Revealed That He Actually Got ALL His Ribs Removed In Order To Suck SOMEONE ELSE’S Penis
284,Incredible Evolutionary Adaptation: This Butterfly Can Make Itself Look Like It’s On The Phone So Predators Will Think It’s Too Busy To Be Eaten
285,7 Chic And Easy Hairstyles For The Hair You Found
286,How Long Do You Think Shitting Takes? This Girl Just Brought 3 Books And A Tablet With Her Into The Bathroom To Poop
287,"Damn: The Kid From ‘Smart House’ Got Hot But Now He’s Not Hot Again, You Just Missed The Window"
288,"Feminism Disaster: This Gorilla At The Zoo Clearly Has, Like, Six Wives"
289,Clearing Things Up: KISS Has Announced That All Of Their Sex Songs Are About Having Sex With Human Women Even Though They’re Dressed Up As Demons And Aliens And A Cat
290,Kid Can’t Catch A Break: This 8-Year-Old Who Tragically Died Young Has Reincarnated As His Grandma’s Toilet
291,Unlikely Animal Friendship! This 55-Year-Old Man Is Dating A 23-Year-Old Woman
292,The Master At Her Canvas: Mom Just Brought In A Pretty Average-Looking Rock From The Woods That She Says She Will Use In A ‘Project’
293,"7 Things I Do Every Day Before 9 A.M., Though You Should Know I’m Not Particularly Successful, Pretty Much Just A Regular Joe"
294,"5 Episodes Of ‘Diners, Drive-Ins And Dives’ Where Guy Fieri Clearly Just Stopped Into The Restaurant Because He Desperately Needed To Use The Bathroom"
295,"The Creators Of ‘Blackfish’ Are Releasing A New Documentary About How, On Second Thought, SeaWorld Doesn’t Make Sense Without Whales"
296,Sad: This Kid’s Pinewood Derby Car Was Made Entirely By His Dad And It Still Sucks
297,"Sorry, We Couldn’t Find Anything Good: 7 Absolutely Dogshit Facts About Robin Williams"
298,Heartbreaking: Tom DeLonge Posted A 4-Hour Video Of Himself Getting A Prostate Exam From Aliens But Everyone Ignored It Because He’s Been So Annoying With Alien Stuff For So Long It Doesn’t Really Stick
299,An Important Message: This Man With A Top Hat And Twisty Mustache Is Visiting Schools Warning Students About The Dangers Of Piloting Hot Air Balloons Under The Influence Of Dr. Fixit’s Vigor-Inducing Delousing Tonic And Quaffable Cure-All
300,Shameful: Salman Rushdie Used His Blurb For This Young Author’s Debut Novel To Advertise A Speedboat He’s Trying To Sell
301,Farewell To A Legend: Steve Harvey Has Rocketed Through The Roof Of His Studio In Shock After A Guest Told Him She Doesn’t Make Her Kids Do Chores
302,The Saga Continues: J.K. Rowling Has Revealed That Ron Eventually Loses His Job For Calling Busy Philipps A Mudblood On Twitter
303,Heartbreaking: This Man Finally Caught A T-Shirt From The T-Shirt Gun After 26 Years Of Trying But It Had A Picture Of His Wife Having Sex With The T-Shirt Gun Guy
304,4 Things Dustin Said About You…Just Thought You Should Know…
305,Heartbreaking: This Incel Got Plastic Surgery To Look Exactly Like Austin Powers But Still Can’t Find Women Willing To Sleep With Him
306,Important Policy Change: The Philadelphia Phillies Have Announced That The Phillie Phanatic Will Now Crawl Around On All Fours Like The Beast He Is
307,Finally Some Good News: Scientists Have Concluded That Climate Change Will Not Affect The Size Of This Kid’s Fascinatingly Humongous Head
308,"Heartbreaking: Ellen DeGeneres Is Trying To Give Away $500,000 To Every Fan Who Comments ‘Amen’ On A Poorly Spelled Facebook Post, But Everyone Thinks It’s A Scam"
309,TV Fans Rejoice! The Cast Of Friends Reunited To Form A Giant Mech Suit To Battle A Colossal Lizard Attacking L.A.
310,"Beautiful: When This Man Was Having Diarrhea, All His Coworkers Gathered In The Bathroom To Shout About How Incredible It Smelled So He Wouldn’t Be Embarrassed"
311,It’s Officially Summer! Someone Put Grandma Out On The Deck
312,Actually Way Worse Than The Alternative: This Teen Is Going Through Puberty With Incredible Confidence
313,We Were Paid Way Too Much Money By The National Bread Council To Post These 5 Pics Of Rye Bread
314,Awkward: Jeb Bush Just Showed Up To Richard Branson’s Private Island In His Swim Trunks And Asked If He Could Hang Out With Him Like Barack Obama Did
315,A Reunion In The Works? Robert Plant And Jimmy Page Were Spotted At Guitar Center Buying A Led Zeppelin Tablature Book
316,Inspiring: David Attenborough Just Told A Class Of Second-Graders That Any Of Them Could Grow Up To Stare At Animals And Describe What They’re Doing
317,Face It: Things Can’t Be Going Well For You If You’re Turning To This List Of People Who Found Success Later In Life For Comfort
318,Heartbreaking: Dad Is Excited Out Of His Fucking Mind After Asking A Cab Driver In Aruba To Take Us Where The Locals Eat And Getting Dropped Off At What’s Basically An Olive Garden
319,"When This Little Boy Was Being Bullied, His Parents Transferred Him To Another School Where They Apparently Thought Kids Would Magically Be Nicer For Some Reason"
320,Putting An End To Animal Cruelty: Here Are The Only 20 Times When It’s Ever Okay To Kill An Elephant
321,Medical Mystery: This Woman Has Seen Dozens Of Doctors And None Of Them Can Tell Her Why She Feels Totally Fine Right Now
322,Major Disappointment: These Parents Played Their Baby Classical Music In The Womb And He Was Born With A Long White Beard But Is Still Dumb As Hell
323,Too Proud: Dad Is Clearly Trying To Play Down How Much He Enjoyed A Vegan Meal
324,"7 Animals I Just Thought Up Right Now, Off The Top Of My Head"
325,No More Embarrassment: The FDA Has Approved A New Pill That Will Allow Men To Last Longer In The Bathroom
326,A New Era: 5 Ingredients Mom Now Considers Taco Stuff
327,Conservation Nightmare: Rhinos Have Become Even More Attractive To Poachers After Evolving Skin Made Of Rare Mint-Condition Baseball Cards
328,Sticking It Out: This Couple Has Decided To Stay In Their Two-Person Horse Costume Until Their Children Finish High School
329,Going To Make This Brand Tie-In Work As Best We Can: 5 Dark And Spooky Horror Stories That Feature Claritin-D
330,Efficiency Win: This New Gmail Predictive Text Feature Will Auto-Write Passionate Replies To Ardent Love Letters From Your Suitors
331,Extremely Frustrating: George R.R. Martin Has Pushed Back The Release Of The Last Two ‘GOT’ Books After Getting Stuck Behind Someone Filling Up A Water Bottle At A Drinking Fountain
332,Not-So-Great News For The Future Of Television: The Scene In ‘Chernobyl’ Where They Shoot All The Dogs Has The Highest TV Ratings Ever
333,"4 Episodes Of ‘Full House’ Where Uncle Jesse Explained That Most Families Don’t Work Like This, And For Good Reason Too Because This Whole Setup Is Honestly Weird"
334,Pathetic: Mom And Dad Are Trying To Pass Off The Trip To Grandma's House As This Year's Family Vacation
335,Chance Of A Lifetime: Millions Of Children Are Buying Barbasol In Bulk After Barbasol Announced 5 Lucky Children Will Win A Trip To Get Shaved At Their Factory
336,An Incredible Eclipse: NASA Has Announced That A Huge Quiet Guy Will Be Standing In Front Of A Small Loud Guy In Their Parking Lot For The First Time In 65 Years
337,At A Loss: Apple Has Admitted That Even They Don’t Know How Parents Get Their Text Fonts To Be So Fucking Massive
338,Close Fucking Call: This Product That Got A New Look Still Has The Same Great Taste
339,"5 Slugs That, In Retrospect, We Sort Of Whipped Ourselves Into A Frenzy Over"
340,Chill The Fuck Out: Netflix Clarified That All The Annoying Tweets They See Dramatically Overpraising One Of Their Shows Only Makes Them Want To Cancel It
341,Environmental Win! The San Diego Zoo Has Announced They Have Acquired A Big Stupid Gorilla That Loves To Eat Plastic And Styrofoam
342,Incredible Wizardry: This Man Somehow Fooled His Penis Into Thinking His Hand Was A Vagina
343,Shameful Privilege: This Kid Conveniently Got Into Yale The Same Year His Dad Donated An Enormous New Physics Professor
344,Major Misfire: This Kid Clearly Thought ‘MasterChef Junior’ Was Some Sort Of Bodybuilding Contest
345,Probably A Lost Cause: 6 Amazing Quotes That Would Be Pretty Inspirational To Horses If They Could Understand Them
346,4 Classic ‘Who Wants To Be A Millionaire’ Episodes Where The ‘Friend’ That The Contestant Phoned Was Clearly Santa
347,Slay Queen! 5 Times Grandma Was An Absolute Girlboss During Her Knee Surgery
348,Efficiency Win: Heinz Has Eliminated All Their Executive Positions After Realizing All They Need Is A Couple Factory Guys To Make Ketchup
349,Health Nuts Take Note: The FDA Just Announced That The Key To A Balanced Diet Is To Be Kept In A Cage By A Giant Who Feeds You Three Nutrient-Rich Pellets Every Day
350,This List Of Decorative Placemats Is A Testament To Our Restraint At A Time When Literally Any ‘Game Of Thrones’ Content Whatsoever Would Go Viral
351,Blood In The Water: These People Enjoying A Very Casual Conversation About Miyazaki Movies Have No Idea That There Is An Absolute Miyazaki Freak Lying In Wait Among Them
352,A Broken System: Massachusetts’ Courts Are Still Working Through A Massive Backlog Of Pending Witch Trials
353,"Ugh, So Obnoxious: This Guy Just Pulled Out An Acoustic Guitar At A Party And Killed Someone With It"
354,Major Storytelling Error: David Benioff Is Apologizing In Advance For A Scene In The ‘Game Of Thrones’ Finale Where Jon Snow’s Cell Phone Goes Off And His Ringtone Is A 16-Bit Version Of The Show’s Theme Song
355,5 Of Mom’s Friends Who Got Too Drunk At Their Book Club And All But Said They Want To Fuck Your Older Brother
356,End Of An Era: Red Lobster Has Declared Bankruptcy After Paying For A 6-Hour Seafood Commercial Set Entirely To Beatles Music
357,The Danger Of Drugs: This Man Has Become Annoying After Doing A Drug
358,Nature Is Incredible: Researchers Have Observed Chimpanzees Using An Electric Chair To Execute Each Other For Murder
359,"Finding Common Ground: 5 Times Harry Potter And Voldemort Agreed That For The Sorting Hat, Being Put On A Kid’s Head Probably Felt Like Using A Bidet"
360,5 Celebrities Who Got Their Start As Cap’n Crunch’s Live-In Concubine On Crunch Island
361,Disgusting Privilege: Cap’n Crunch Was Only Forgiven For The ‘Oops! All Berries’ Debacle Because He’s A Straight White Man
362,PR Nightmare: Cap’n Crunch Went On ‘The Late Late Show’ And Made A Drunken Pass At Zendaya And Then Vomited All Over James Corden’s Lap
363,"Fascinating: The Makers Of Cap’n Crunch Have Revealed That The White Thing On Cap’n Crunch’s Face Isn’t A Mustache, They’re Tusks Because His Parents Were Brother And Sister"
364,Body Positivity FTW! Cap’n Crunch Just Became The First Breakfast Cereal Mascot To Show Off His C-Section Scar On A Cereal Box
365,4 Cap’n Crunch Commercials Where The Cap’n Crashes His Ship Into A House And Starts Going Through All The Drawers Without Crunchatizing Anyone
366,Good Call: The Makers Of Cap’n Crunch Have Announced That If The Cap’n Ever Lapses Into A Coma They Would Take Him Off Life Support Immediately
367,Good To Know: The Makers Of Cap’n Crunch Have Revealed That The Cap’n Uses The Bathroom Outside Like A Dog
368,Devastating: This Woman’s Workplace Is So Feminist She Will Never Know Whether She Is Incompetent At Her Job
369,Extremely Irritating: This Annoying Mom Won’t Stop Sending Her Son Emails Every Single Time She Sees Someone From His High School On PornHub
370,Unforced Error: Elmer’s Glue Just Released An Extremely Body-Negative Series Of Ads As Part Of A New ‘Only Perfect 10s Use Elmer’s’ Campaign
371,Shameful Bullying: Cruel Kids At School Are Laughing At This Boy Just Because His Name Is Boner Von Rimjob And His Pants Fell Down During His Solo Tuba Recital
372,"So Kind: When This Group Of Middle School Boys Saw An Old Man Sitting Alone At A Restaurant, They Generously Informed Him Of All The Things He Be Lookin’ Like"
373,"Don’t Judge A Book By Its Cover: This Town Was Scared Of An Undead Clown That Chops People Apart With Its Axe, Until They Learned It Only Kills Those Who Have Committed The Sin Of Lust"
